rule_id,category,project_types,match_keywords,law_name,law_article,law_excerpt,condition_type,threshold_field,threshold_op,threshold_value,threshold_unit,source_url
R001,용도지역,all,완충녹지,국토의 계획 및 이용에 관한 법률,제76조,"① 제36조에 따라 지정된 용도지역에서의 건축물이나 그 밖의 시설의 용도ㆍ종류 및 규모 등의 제한에 관한 사항은 대통령령으로 정한다.
② 제37조에 따라 지정된 용도지구에서의 건축물이나 그 밖의 시설의 용도ㆍ종류 및 규모 등의 제한에 관한 사항은 이 법 또는 다른 법률에 특별한 규정이 있는 경우 외에는 대통령령으로 정하는 기준에 따라 특별시ㆍ광역시ㆍ특별자치시ㆍ특별자치도ㆍ시 또는 군의 조례로 정할 수 있다. <개정 2011.4.14>
③ 제1항과 제2항에 따른 건축물이나 그 밖의 시설의 용도ㆍ종류 및 규모 등의 제한은 해당 용도지역과 용도지구의 지정목적에 적합하여야 한다.
④ 건축물이나 그 밖의 시설의 용도ㆍ종류 및 규모 등을 변경하는 경우 변경 후의 건축물이나 그 밖의 시설의 용도ㆍ종류 및 규모 등은 제1항과 제2항에 맞아야 한다.
⑤ 다음 각 호의 어느 하나에 해당하는 경우의 건축물이나 그 밖의 시설의 용도ㆍ종류 및 규모 등의 제한에 관하여는 제1항부터 제4항까지의 규정에도 불구하고 각 호에서 정하는 바에 따른다. <개정 2009.4.22, 2011.8.4, 2015.8.11, 2017.4.18, 2023.3.21, 2023.8.8, 2024.2.6>
1. 제37조제1항제6호에 따른 취락지구에서는 취락지구의 지정목적 범위에서 대통령령으로 따로 정한다.
1의2. 제37조제1항제7호에 따른 개발진흥지구에서는 개발진흥지구의 지정목적 범위에서 대통령령으로 따로 정한다.
1의3. 제37조제1항제9호에 따른 복합용도지구에서는 복합용도지구의 지정목적 범위에서 대통령령으로 따로 정한다.
2. 「산업입지 및 개발에 관한 법률」 제2조제8호라목에 따른 농공단지에서는 같은 법에서 정하는 바에 따른다.
3. 농림지역 중 농업진흥지역, 보전산지 또는 초지인 경우에는 각각 「농지법」, 「산지관리법」 또는 「초지법」에서 정하는 바에 따른다.
4. 자연환경보전지역 중 「자연공원법」에 따른 공원구역, 「수도법」에 따른 상수원보호구역, 「문화유산의 보존 및 활용에 관한 법률」에 따라 지정된 지정문화유산과 그 보호구역, 「자연유산의 보존 및 활용에 관한 법률」에 따라 지정된 천연기념물등과 그 보호구역, 「해양생태계의 보전 및 관리에 관한 법률」에 따른 해양보호구역인 경우에는 각각 「자연공원법」, 「수도법」, 「문화유산의 보존 및 활용에 관한 법률」, 「자연유산의 보존 및 활용에 관한 법률」 또는 「해양생태계의 보전 및 관리에 관한 법률」에서 정하는 바에 따른다.
5. 자연환경보전지역 중 수산자원보호구역인 경우에는 「수산자원관리법」에서 정하는 바에 따른다.
⑥ 보전관리지역이나 생산관리지역에 대하여 농림축산식품부장관ㆍ해양수산부장관ㆍ기후에너지환경부장관 또는 산림청장이 농지 보전, 자연환경 보전, 해양환경 보전 또는 산림 보전에 필요하다고 인정하는 경우에는 「농지법」, 「자연환경보전법」, 「야생생물 보호 및 관리에 관한 법률」, 「해양생태계의 보전 및 관리에 관한 법률」 또는 「산림자원의 조성 및 관리에 관한 법률」에 따라 건축물이나 그 밖의 시설의 용도ㆍ종류 및 규모 등을 제한할 수 있다. 이 경우 이 법에 따른 제한의 취지와 형평을 이루도록 하여야 한다. <개정 2011.7.28, 2013.3.23, 2025.10.1>",always_violation,,,,,
R002,가축사육제한,all,가축사육제한구역|전부제한,가축분뇨의 관리 및 이용에 관한 법률,제8조,"① 시장ㆍ군수ㆍ구청장은 지역주민의 생활환경보전 또는 상수원의 수질보전을 위하여 다음 각 호의 어느 하나에 해당하는 지역 중 가축사육의 제한이 필요하다고 인정되는 지역에 대하여는 해당 지방자치단체의 조례로 정하는 바에 따라 일정한 구역을 지정ㆍ고시하여 가축의 사육을 제한할 수 있다. 다만, 지방자치단체 간 경계지역에서 인접 지방자치단체의 요청이 있으면 기후에너지환경부령으로 정하는 바에 따라 해당 지방자치단체와 협의를 거쳐 일정한 구역을 지정ㆍ고시하여 가축의 사육을 제한할 수 있다. <개정 2015.12.1, 2025.10.1>
1. 주거 밀집지역으로 생활환경의 보호가 필요한 지역
2. 「수도법」 제7조에 따른 상수원보호구역, 「환경정책기본법」 제38조에 따른 특별대책지역, 그 밖에 이에 준하는 수질환경보전이 필요한 지역
3. 「한강수계 상수원수질개선 및 주민지원 등에 관한 법률」 제4조제1항, 「낙동강수계 물관리 및 주민지원 등에 관한 법률」 제4조제1항, 「금강수계 물관리 및 주민지원 등에 관한 법률」 제4조제1항, 「영산강ㆍ섬진강수계 물관리 및 주민지원 등에 관한 법률」 제4조제1항에 따라 지정ㆍ고시된 수변구역
4. 「환경정책기본법」 제12조에 따른 환경기준을 초과한 지역
5. 제2항에 따라 기후에너지환경부장관 또는 시ㆍ도지사가 가축의 사육을 제한할 수 있는 구역으로 지정ㆍ고시하도록 요청한 지역
② 기후에너지환경부장관 또는 시ㆍ도지사는 제7조제1항에 따라 가축분뇨실태조사를 한 지역과 제1항제2호부터 제4호까지의 지역 중 가축분뇨 등으로 인하여 수질 및 수생태계의 보전에 위해(危害)가 발생되거나 발생될 우려가 있는 지역의 경우 해당 시장ㆍ군수ㆍ구청장에게 해당 지역을 가축의 사육을 제한할 수 있는 구역으로 지정ㆍ고시하도록 요청할 수 있다. <개정 2025.10.1>
③ 시장ㆍ군수ㆍ구청장은 제1항에 따라 지정ㆍ고시한 구역(이하 ""가축사육제한구역""이라 한다)에서 가축을 사육하는 자에게 축사의 이전, 그 밖에 위해 제거 등 필요한 조치를 명할 수 있다.
④ 시장ㆍ군수ㆍ구청장은 제3항에 따라 축사의 이전을 명할 때에는 1년 이상의 유예기간을 주어야 하며, 대통령령으로 정하는 기준 및 절차에 따라 이전에 따른 재정적 지원, 부지 알선 등 정당한 보상을 하여야 한다.
⑤ 시장ㆍ군수ㆍ구청장은 가축사육제한구역의 변경 또는 해제가 필요하다고 인정되는 경우에는 해당 지방자치단체의 조례로 정하는 바에 따라 가축사육제한구역을 변경하거나 해제하고 이를 고시하여야 한다. 다만, 제1항제5호에 따른 가축사육제한구역의 경우에는 그 지정ㆍ고시를 요청한 기후에너지환경부장관 또는 시ㆍ도지사와 협의하여야 한다. <개정 2025.10.1>",always_violation,,,,,
R003,지구단위계획,all,지구단위계획구역,국토의 계획 및 이용에 관한 법률,제52조,"① 지구단위계획구역의 지정목적을 이루기 위하여 지구단위계획에는 다음 각 호의 사항 중 제2호와 제4호의 사항을 포함한 둘 이상의 사항이 포함되어야 한다. 다만, 제1호의2를 내용으로 하는 지구단위계획의 경우에는 그러하지 아니하다. <개정 2011.4.14, 2021.1.12>
1. 용도지역이나 용도지구를 대통령령으로 정하는 범위에서 세분하거나 변경하는 사항
1의2. 기존의 용도지구를 폐지하고 그 용도지구에서의 건축물이나 그 밖의 시설의 용도ㆍ종류 및 규모 등의 제한을 대체하는 사항
2. 대통령령으로 정하는 기반시설의 배치와 규모
3. 도로로 둘러싸인 일단의 지역 또는 계획적인 개발ㆍ정비를 위하여 구획된 일단의 토지의 규모와 조성계획
4. 건축물의 용도제한, 건축물의 건폐율 또는 용적률, 건축물 높이의 최고한도 또는 최저한도
5. 건축물의 배치ㆍ형태ㆍ색채 또는 건축선에 관한 계획
6. 환경관리계획 또는 경관계획
7. 보행안전 등을 고려한 교통처리계획
8. 그 밖에 토지 이용의 합리화, 도시나 농ㆍ산ㆍ어촌의 기능 증진 등에 필요한 사항으로서 대통령령으로 정하는 사항
② 지구단위계획은 도로, 상하수도 등 대통령령으로 정하는 도시ㆍ군계획시설의 처리ㆍ공급 및 수용능력이 지구단위계획구역에 있는 건축물의 연면적, 수용인구 등 개발밀도와 적절한 조화를 이룰 수 있도록 하여야 한다. <개정 2011.4.14>
③ 지구단위계획구역에서는 제76조부터 제78조까지의 규정과 「건축법」 제42조ㆍ제43조ㆍ제44조ㆍ제60조 및 제61조, 「주차장법」 제19조 및 제19조의2를 대통령령으로 정하는 범위에서 지구단위계획으로 정하는 바에 따라 완화하여 적용할 수 있다.
④ 삭제 <2011.4.14>",conditional,,,,,
R004,용도지역,태양광,계획관리지역,국토의 계획 및 이용에 관한 법률 시행령,별표20,"■ 국토의 계획 및 이용에 관한 법률 시행령 [별표 20] <개정 2024. 1. 26.>

  계획관리지역안에서 건축할 수 없는 건축물(제71조제1항제19호 관련)

  1. 건축할 수 없는 건축물

    가. 4층을 초과하는 모든 건축물

    나. 「건축법 시행령」 별표 1 제2호의 공동주택 중 아파트

    다. 「건축법 시행령」 별표 1 제3호의 제1종 근린생활시설 중 휴게음식점 및

  제과점으로서 국토교통부령으로 정하는 기준에 해당하는 지역에 설치하는 것

    라. 「건축법 시행령」 별표 1 제4호의 제2종 근린생활시설 중 다음의 어느 하

  나에 해당하는 것

      (1) 「건축법 시행령」 별표 1 제4호아목의 시설 및 같은 호 자목의 일반음식

  점으로서 국토교통부령으로 정하는 기준에 해당하는 지역에 설치하는 것

      (2) 「건축법 시행령」 별표 1 제4호너목의 시설로서 성장관리계획 및 지구단

  위계획이 수립되지 않은 지역에 설치하는 것

      (3) 「건축법 시행령」 별표 1 제4호더목의 단란주점

    마. 「건축법 시행령」 별표 1 제7호의 판매시설(성장관리계획 또는 지구단위계

  획이 수립된 지역에 설치하는 판매시설로서 그 용도에 쓰이는 바닥면적의 합

  계가 3천제곱미터 미만인 경우는 제외한다)

    바. 「건축법 시행령」 별표 1 제14호의 업무시설

    사. 「건축법 시행령」 별표 1 제15호의 숙박시설로서 국토교통부령으로 정하는

  기준에 해당하는 지역에 설치하는 것

    아.「건축법 시행령」 별표 1 제16호의 위락시설

    자. 「건축법 시행령」 별표 1 제17호의 공장으로서 성장관리계획 및 지구단위

  계획이 수립되지 않은 지역에 설치하는 것

    차. 「건축법 시행령」 별표 1 제17호의 공장 중 성장관리계획이 수립된 지역에

  설치하는 것으로서 다음의 어느 하나에 해당하는 것. 다만, 「공익사업을 위한

  토지 등의 취득 및 보상에 관한 법률」에 따른 공익사업 및 「도시개발법」에

  따른 도시개발사업으로 해당 특별시ㆍ광역시ㆍ특별자치시ㆍ특별자치도ㆍ시 또

  는 군의 관할구역으로 이전하는 레미콘 또는 아스콘 공장과 「대기환경보전

  법」, 「물환경보전법」, 「소음ㆍ진동관리법」 또는 「악취방지법」에 따른

  배출시설의 설치 허가 또는 신고 대상이 아닌 공장은 제외한다.

      (1) 별표 16 제2호아목(1)부터 (4)까지에 해당하는 것. 다만, 인쇄ㆍ출판시설

  이나 사진처리시설로서 「물환경보전법」 제2조제8호에 따라 배출되는 특

  정수질유해물질을 전량 위탁처리하는 경우는 제외한다.

      (2) 화학제품시설(석유정제시설을 포함한다). 다만, 다음의 어느 하나에 해당

  하는 시설로서 폐수를 「하수도법」 제2조제9호에 따른 공공하수처리시설

  또는 「물환경보전법」 제2조제17호에 따른 공공폐수처리시설로 전량 유

  입하여 처리하거나 전량 재이용 또는 전량 위탁처리하는 경우는 제외한다.

        (가) 물, 용제류 등 액체성 물질을 사용하지 않고 제품의 성분이 용해ㆍ용출

  되는 공정이 없는 고체성 화학제품 제조시설

        (나) 「화장품법」 제2조제3호에 따른 유기농화장품 제조시설

        (다) 「농약관리법」 제30조제2항에 따른 천연식물보호제 제조시설

        (라) 「친환경농어업 육성 및 유기식품 등의 관리ㆍ지원에 관한 법률」 제2

  조제6호에 따른 유기농어업자재 제조시설

        (마) 동ㆍ식물 등 생물을 기원(起源)으로 하는 산물(이하 ""천연물""이라 한

  다)에서 추출된 재료를 사용하는 다음의 시설[「대기환경보전법」 제

  2조제11호에 따른 대기오염물질배출시설 중 반응시설, 정제시설(분리

  ㆍ증류ㆍ추출ㆍ여과 시설을 포함한다), 용융ㆍ용해시설 및 농축시설을

  설치하지 않는 경우로서 「물환경보전법」 제2조제4호에 따른 폐수의

  1일 최대 배출량이 20세제곱미터 이하인 제조시설로 한정한다]

        1) 비누 및 세제 제조시설

        2) 공중위생용 해충 구제제 제조시설(밀폐된 단순 혼합공정만 있는 제조

  시설로서 특별시장ㆍ광역시장ㆍ특별자치시장ㆍ특별자치도지사ㆍ시장 또

  는 군수가 해당 지방도시계획위원회의 심의를 거쳐 인근의 주거환경 등

  에 미치는 영향이 적다고 인정하는 시설로 한정한다)

      (3) 제1차금속, 가공금속제품 및 기계장비 제조시설 중 「폐기물관리법 시행

  령」 별표 1 제4호에 따른 폐유기용제류를 발생시키는 것

      (4) 가죽 및 모피를 물 또는 화학약품을 사용하여 저장하거나 가공하는 것

      (5) 섬유제조시설 중 감량ㆍ정련ㆍ표백 및 염색 시설. 다만, 다음의 기준을 모

  두 충족하는 염색시설은 제외한다.

        (가) 천연물에서 추출되는 염료만을 사용할 것

        (나) 「대기환경보전법」 제2조제11호에 따른 대기오염물질 배출시설 중 표

  백시설, 정련시설이 없는 경우로서 금속성 매염제를 사용하지 않을 것

        (다) 「물환경보전법」 제2조제4호에 따른 폐수의 1일 최대 배출량이 20세

  제곱미터 이하일 것

        (라) 폐수를 「하수도법」 제2조제9호에 따른 공공하수처리시설 또는 「물

  환경보전법」 제2조제17호에 따른 공공폐수처리시설로 전량 유입하여

  처리하거나  전량 재이용 또는 전량 위탁처리할 것

      (6) 「수도권정비계획법」 제6조제1항제3호에 따른 자연보전권역 외의 지역

  및 「환경정책기본법」 제38조에 따른 특별대책지역 외의 지역의 사업장

  중「폐기물관리법」 제25조에 따른 폐기물처리업 허가를 받은 사업장. 다

  만, 「폐기물관리법」 제25조제5항제5호부터 제7호까지의 규정에 따른 폐

  기물 중간ㆍ최종ㆍ종합재활용업으로서 특정수질유해물질이 「물환경보전법

  시행령」 제31조제1항제1호에 따른 기준 미만으로 배출되는 경우는 제외

  한다.

      (7) 「수도권정비계획법」 제6조제1항제3호에 따른 자연보전권역 및 「환경

  정책기본법」 제38조에 따른 특별대책지역에 설치되는 부지면적(둘 이상의

  공장을 함께 건축하거나 기존 공장부지에 접하여 건축하는 경우와 둘 이상

  의 부지가 너비 8미터 미만의 도로에 서로 접하는 경우에는 그 면적의 합

  계를 말한다) 1만제곱미터 미만의 것. 다만, 특별시장ㆍ광역시장ㆍ특별자치

  시장ㆍ특별자치도지사ㆍ시장 또는 군수가 1만5천제곱미터 이상의 면적을

  정하여 공장의 건축이 가능한 지역으로 고시한 지역 안에 입지하는 경우나

  자연보전권역 또는 특별대책지역에 준공되어 운영 중인 공장 또는 제조업

  소는 제외한다.

  2. 지역 여건 등을 고려하여 도시·군계획조례로 정하는 바에 따라 건축할 수 없는

  건축물

    가. 4층 이하의 범위에서 도시·군계획조례로 따로 정한 층수를 초과하는 모든

  건축물

    나. 「건축법 시행령」 별표 1 제2호의 공동주택(제1호나목에 해당하는 것은 제

  외한다)

    다. 「건축법 시행령」 별표 1 제3호의 제1종 근린생활시설 중 휴게음식점 및

  제과점으로서 도시ㆍ군계획조례로 정하는 지역에 설치하는 것

    라. 「건축법 시행령」 별표 1 제4호의 제2종 근린생활시설 중 일반음식점·휴

  게음식점·제과점으로서 도시·군계획조례로 정하는 지역에 설치하는 것과 안

  마시술소 및 같은 호 너목에 해당하는 것

    마. 「건축법 시행령」 별표 1 제5호의 문화 및 집회시설

    바. 「건축법 시행령」 별표 1 제6호의 종교시설

    사. 「건축법 시행령」 별표 1 제8호의 운수시설

    아. 「건축법 시행령」 별표 1 제9호의 의료시설 중 종합병원·병원·치과병원

  및 한방병원

    자. 「건축법 시행령」 별표 1 제10호의 교육연구시설 중 같은 호 다목부터 마

  목까지에 해당하는 것

    차. 「건축법 시행령」 별표 1 제13호의 운동시설(운동장은 제외한다)

    카. 「건축법 시행령」 별표 1 제15호의 숙박시설로서 도시·군계획조례로 정하

  는 지역에 설치하는 것

    타. 「건축법 시행령」 별표 1 제17호의 공장 중 다음의 어느 하나에 해당하는

  것

      (1) 「수도권정비계획법」 제6조제1항제3호에 따른 자연보전권역 외의 지역

  및 「환경정책기본법」 제38조에 따른 특별대책지역 외의 지역에 설치되는

  경우(제1호자목 및 차목에 해당하는 것은 제외한다)

      (2) 「수도권정비계획법」 제6조제1항제3호에 따른 자연보전권역 및 「환경

  정책기본법」 제38조에 따른 특별대책지역에 설치되는 것으로서 제1호자목

  및 차목(7)에 해당하지 아니하는 경우

      (3) 「공익사업을 위한 토지 등의 취득 및 보상에 관한 법률」에 따른 공익사

  업 및 「도시개발법」에 따른 도시개발사업으로 해당 특별시·광역시·특별

  자치시·특별자치도·시 또는 군의 관할구역으로 이전하는 레미콘 또는 아스

  콘 공장

    파. 「건축법 시행령」 별표 1 제18호의 창고시설(창고 중 농업·임업·축산

  업·수산업용으로 쓰는 것은 제외한다)

    하. 「건축법 시행령」 별표 1 제19호의 위험물 저장 및 처리 시설

    거. 「건축법 시행령」 별표 1 제20호의 자동차 관련 시설

    너. 「건축법 시행령」 별표 1 제27호의 관광 휴게시설",always_ok,,,,,
R005,용도지역,all,제3종일반주거지역,국토의 계획 및 이용에 관한 법률 시행령,별표6,"■ 국토의 계획 및 이용에 관한 법률 시행령 [별표 6] <개정 2023. 5. 15.>

  제3종일반주거지역안에서 건축할 수 있는

  건축물(제71조제1항제5호관련)

  1. 건축할 수 있는 건축물

    가. 「건축법 시행령」 별표 1 제1호의 단독주택

    나. 「건축법 시행령」 별표 1 제2호의 공동주택

    다. 「건축법 시행령」 별표 1 제3호의 제1종 근린생활시설

    라. 「건축법 시행령」 별표 1 제6호의 종교시설

    마. 「건축법 시행령」 별표 1 제10호의 교육연구시설 중 유치원ㆍ초등학

  교·중학교 및 고등학교

    바. 「건축법 시행령」 별표 1 제11호의 노유자시설

  2. 도시ㆍ군계획조례가 정하는 바에 의하여 건축할 수 있는 건축물

    가. 「건축법 시행령」 별표 1 제4호의 제2종 근린생활시설(단란주점 및 안

  마시술소를 제외한다)

    나. 「건축법 시행령」 별표 1 제5호의 문화 및 집회시설(관람장을 제외한

  다)

    다. 「건축법 시행령」 별표 1 제7호의 판매시설 중 같은 호 나목 및 다목

  (일반게임제공업의 시설은 제외한다)에 해당하는 것으로서 당해 용도에 쓰

  이는 바닥면적의 합계가 2천제곱미터 미만인 것(너비 15미터 이상의 도로

  로서 도시ㆍ군계획조례가 정하는 너비 이상의 도로에 접한 대지에 건축하

  는 것에 한한다)과 기존의 도매시장 또는 소매시장을 재건축하는 경우로서

  인근의 주거환경에 미치는 영향, 시장의 기능회복 등을 고려하여 도시ㆍ군

  계획조례가 정하는 경우에는 당해 용도에 쓰이는 바닥면적의 합계의 4배

  이하 또는 대지면적의 2배 이하인 것

    라. 「건축법 시행령」 별표 1 제9호의 의료시설(격리병원을 제외한다)

    마. 「건축법 시행령」 별표 1 제10호의 교육연구시설 중 제1호 마목에 해당

  하지 아니하는 것

    바. 「건축법 시행령」 별표 1 제12호의 수련시설(유스호스텔의 경우 특별시

  및 광역시 지역에서는 너비 15미터 이상의 도로에 20미터 이상 접한 대지

  에 건축하는 것에 한하며, 그 밖의 지역에서는 너비 12미터 이상의 도로에

  접한 대지에 건축 하는 것에 한한다)

    사. 「건축법 시행령」 별표 1 제13호의 운동시설

    아. 「건축법 시행령」 별표 1 제14호의 업무시설로서 그 용도에 쓰이는 바

  닥면적의 합계가 3천제곱미터 이하인 것

    자. 별표 4 제2호차목 및 카목의 공장

    차. 「건축법 시행령」 별표 1 제18호의 창고시설

    카. 「건축법 시행령」 별표 1 제19호의 위험물저장 및 처리시설 중 주유소,

  석유판매소, 액화가스 취급소?판매소, 도료류 판매소, 「대기환경보전법」에

  따른 저공해자동차의 연료공급시설, 시내버스차고지에 설치하는 액화석유

  가스충전소 및 고압가스충전·저장소

    타. 「건축법 시행령」 별표 1 제20호의 자동차관련시설 중 동호 아목에 해

  당하는 것과 주차장 및 세차장

    파. 「건축법 시행령」 별표 1 제21호마목부터 사목까지의 규정에 따른 시설

  및 같은 호 아목에 따른 시설 중 식물과 관련된 마목부터 사목까지의 규정

  에 따른 시설과 비슷한 것

    하. 「건축법 시행령」 별표 1 제23호의 교정시설

    거. 「건축법 시행령」 별표 1 제23호의2의 국방ㆍ군사시설

    너. 「건축법 시행령」 별표 1 제24호의 방송통신시설

    더. 「건축법 시행령」 별표 1 제25호의 발전시설

    러. 「건축법 시행령」 별표 1 제29호의 야영장 시설",conditional,,,,,
R006,용도지역,all,자연녹지지역,국토의 계획 및 이용에 관한 법률 시행령,별표17,"■ 국토의 계획 및 이용에 관한 법률 시행령 [별표 17] <개정 2025. 10. 1.>

  자연녹지지역 안에서 건축할 수 있는

  건축물(제71조제1항제16호관련)

  1. 건축할 수 있는 건축물(4층 이하의 건축물에 한한다. 다만, 4층 이하의 범위

  안에서 도시ㆍ군계획조례로 따로 층수를 정하는 경우에는 그 층수 이하의 건

  축물에 한한다)

    가. 「건축법 시행령」 별표 1 제1호의 단독주택

    나. 「건축법 시행령」 별표 1 제3호의 제1종 근린생활시설

    다. 「건축법 시행령」 별표 1 제4호의 제2종 근린생활시설[같은 호 아목, 자

  목, 더목 및 러목(안마시술소만 해당한다)은 제외한다]

    라. 「건축법 시행령」 별표 1 제9호의 의료시설(종합병원·병원·치과병원

  및 한방병원을 제외한다)

    마. 「건축법 시행령」 별표 1 제10호의 교육연구시설(직업훈련소 및 학원을

  제외한다)

    바. 「건축법 시행령」 별표 1 제11호의 노유자시설

    사. 「건축법 시행령」 별표 1 제12호의 수련시설

    아. 「건축법 시행령」 별표 1 제13호의 운동시설

    자. 「건축법 시행령」 별표 1 제18호가목의 창고(농업?임업?축산업?수산업용

  만 해당한다)

    차. 「건축법 시행령」 별표 1 제21호의 동물 및 식물관련시설

    카. 「건축법 시행령」 별표 1 제22호의 자원순환 관련 시설

    타. 「건축법 시행령」 별표 1 제23호의 교정시설

    파. 「건축법 시행령」 별표 1 제23호의2의 국방ㆍ군사시설

    하. 「건축법 시행령」 별표 1 제24호의 방송통신시설

    거. 「건축법 시행령」 별표 1 제25호의 발전시설

    너. 「건축법 시행령」 별표 1 제26호의 묘지관련시설

    더. 「건축법 시행령」 별표 1 제27호의 관광휴게시설

    러. 「건축법 시행령」 별표 1 제28호의 장례시설

    머. 「건축법 시행령」 별표 1 제29호의 야영장 시설

  2. 도시ㆍ군계획조례가 정하는 바에 의하여 건축할 수 있는 건축물(4층 이하의

  건축물에 한한다. 다만, 4층 이하의 범위안에서 도시ㆍ군계획조례로 따로 층

  수를 정하는 경우에는 그 층수 이하의 건축물에 한한다)

    가. 「건축법 시행령」 별표 1 제2호의 공동주택(아파트를 제외한다)

    나. 「건축법 시행령」 별표 1 제4호아목ㆍ자목 및 러목(안마시술소만 해당

  한다)에 따른 제2종 근린생활시설

    다. 「건축법 시행령」 별표 1 제5호의 문화 및 집회시설

    라. 「건축법 시행령」 별표 1 제6호의 종교시설

    마. 「건축법 시행령」 별표 1 제7호의 판매시설 중 다음의 어느 하나에 해

  당하는 것

      (1) 「농수산물유통 및 가격안정에 관한 법률」 제2조에 따른 농수산물공

  판장

      (2) 「농수산물 유통 및 가격안정에 관한 법률」 제68조제2항에 따른 농수

  산물직판장으로서 해당 용도에 쓰이는 바닥면적의 합계가 1만제곱미터

  미만인 것(다음의 어느 하나에 해당하는 자가 설치ㆍ운영하는 것으로

  한정한다)

        (가) 「농업ㆍ농촌 및 식품산업 기본법」 제3조제2호 및 제4호에 따른

  농업인 및 생산자단체

        (나) 「농업ㆍ농촌 및 식품산업 기본법」 제25조 및 제26조에 따른 후계

  농업경영인 및 전업농업인

        (다) 「수산업ㆍ어촌 발전 기본법」 제3조제3호 및 제5호에 따른 어업인

  및 생산자단체

        (라) 「수산업ㆍ어촌 발전 기본법」 제16조 및 제17조에 따른 후계수산

  업경영인인 어업인 및 전업수산인인 어업인

        (마) 지방자치단체

      (3) 산업통상부장관이 관계중앙행정기관의 장과 협의하여 고시하는 대형할

  인점 및 중소기업공동판매시설

    바. 「건축법 시행령」 별표 1 제8호의 운수시설

    사. 「건축법 시행령」 별표 1 제9호의 의료시설 중 종합병원·병원·치과병

  원 및 한방병원

    아. 「건축법 시행령」 별표 1 제10호의 교육연구시설 중 직업훈련소 및 학

  원

    자. 「건축법 시행령」 별표 1 제15호의 숙박시설로서 「관광진흥법」에 따

  라 지정된 관광지 및 관광단지에 건축하는 것

    차. 「건축법 시행령」 별표 1 제17호의 공장 중 다음의 어느 하나에 해당하

  는 것

      (1) 골재선별ㆍ파쇄 업종의 공장, 첨단업종의 공장, 지식산업센터, 도정공장

  및 식품공장과 읍·면지역에 건축하는 제재업의 공장으로서 별표 16 제2

  호 아목(1) 내지 (5)의 어느 하나에 해당하지 아니하는 것

      (2) 「공익사업을 위한 토지 등의 취득 및 보상에 관한 법률」에 따른 공

  익사업 및 「도시개발법」에 따른 도시개발사업으로 동일한 특별시ㆍ광역

  시ㆍ시 및 군 지역 내에서 이전하는 레미콘 또는 아스콘공장

    카. 「건축법 시행령」 별표 1 제18호가목의 창고(농업?임업?축산업?수산업용

  으로 쓰는 것은 제외한다) 및 같은 호 라목의 집배송시설

    타. 「건축법 시행령」 별표 1 제19호의 위험물저장 및 처리시설

    파. 「건축법 시행령」 별표 1 제20호의 자동차관련시설",conditional,,,,,
